"","X","CD.Name","Common.Name","NS.Probe.ID","Class.Name","Gene.Class","Cell.Type","CT.antigen","surface.marker","is.HK","IR.Innate","IR.Adaptive","IR.Humoral","IR.F","Adhesion","Antigen.Processing","B.Cell.Functions","Cell.Cycle","Cell.Functions","Chemokines","Complement","Cytokines","Cytotoxicity","Interleukins","Leukocyte.Functions","Macrophage.Functions","Microglial.Functions","NK.Cell.Functions","Pathogen.Defense","Regulation","Senescence","T.Cell.Functions","TLR","TNF.Super.family","Transporter.Functions","Immune.Response.Category","Annotation","Synonyms...Previous.Symbols","IR.Type","Cell.Type.April","Cell.Type.TCGA2"
"GZMK",306,NA,"GZMK","NM_002104.2:700","Endogenous","Immune Response",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions, Cytotoxicity","Adaptive immune response, Basic cell functions, Cytotoxicity, Innate immune response","TRYP2, PRSS","A;I",NA,NA
"GZMM",307,NA,"MET1","NM_005317.2:669","Endogenous","Immune Response - Cell Type specific","CD8 T cells",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions, Cytotoxicity","Adaptive immune response, Basic cell functions, Cell Type specific, Cytotoxicity, Innate immune response","MET1, LMET1","A;I",NA,NA
"HAMP",308,NA,"HAMP","NM_021175.2:99","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","LEAP-1, HEPC, HFE2B, LEAP1","I",NA,NA
"HAVCR2",309,NA,"HAVCR2","NM_032782.3:955","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions","Tim-3, TIM3, FLJ14428, TIMD3",NA,NA,NA
"HCK",310,NA,"HCK","NM_002110.2:260","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leukocyte Functions","Innate immune response, Leukocyte migration","JTK9","I",NA,NA
"HDAC3",311,NA,"HDAC3","NM_003883.2:1455","Housekeeping","HK",NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","RPD3, HD3, RPD3-2",NA,NA,NA
"HLA-A",312,NA,"HLA-A","NM_002116.5:1000","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Antigen Processing, Cytotoxicity, Regulation","Adaptive immune response, Antigen processing and presentation, Cytotoxicity, Regulation of immune response","","A",NA,NA
"HLA-B",313,NA,"HLA-B","NM_005514.6:937","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Antigen Processing, Cytotoxicity, Regulation","Adaptive immune response, Antigen processing and presentation, Cytotoxicity, Regulation of immune response","AS","A",NA,NA
"HLA-C",314,NA,"HLA-C","NM_002117.4:895","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Antigen Processing, Cytotoxicity, Regulation","Adaptive immune response, Antigen processing and presentation, Cytotoxicity, Regulation of immune response","HLA-JY3, D6S204, PSORS1","A",NA,NA
"HLA-DMA",315,NA,"HLA-DMA","NM_006120.3:380","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Antigen Processing, Regulation","Adaptive immune response, Antigen processing and presentation, Positive regulation of immune response","D6S222E, RING6","A",NA,NA
"HLA-DMB",316,NA,"HLA-DMB","NM_002118.3:20","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","D6S221E, RING7","A",NA,NA
"HLA-DOB",317,NA,"HLA-DOB","NM_002120.3:230","Endogenous","Immune Response - Cell Type specific","B-cells",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing, Cytokines","Adaptive immune response, Antigen processing and presentation, Cell Type specific, Cytokines and receptors","","A",NA,NA
"HLA-DPA1",318,NA,"HLA-DPA1","NM_033554.2:857","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","HLA-DP1A","A",NA,NA
"HLA-DPB1",319,NA,"HLA-DPB1","NM_002121.4:931","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","HLA-DP1B","A",NA,NA
"HLA-DQA1",320,NA,"HLA-DQA1","NM_002122.3:261","Endogenous","Immune Response","B-cells",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","HLA-DQA, CELIAC1","A",NA,NA
"HLA-DQB1",321,NA,"HLA-DQB1","NM_002123.3:384","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","HLA-DQB, IDDM1, CELIAC1","A",NA,NA
"HLA-DRA",322,NA,"HLA-DRA","NM_019111.3:335","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","HLA-DRA1","A",NA,NA
"HLA-DRB3",323,NA,"HLA-DRB3","NM_022555.3:698","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","HLA-DR3B","A",NA,NA
"HLA-DRB4",324,NA,"HLA-DRB4","NM_021983.4:194","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","DR4, DR-4, DRB4, HLA-DR4B","A",NA,NA
"HLA-E",325,NA,"HLA-E","NM_005516.4:1204","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Regulation of immune response","",NA,NA,NA
"HLA-G",326,NA,"HLA-G","NM_002127.4:1180","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Regulation of immune response","",NA,NA,NA
"HMGB1",327,NA,"HMGB1","NM_002128.4:208","Endogenous","Immune Response",NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Inflammatory response to antigenic stimulus, Innate immune response","HMG1, HMG3, SBP-1, DKFZp686A04236","F;I",NA,NA
"HPRT1",328,NA,"HPRT","NM_000194.1:240","Endogenous","HK",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","HPRT, HGPRT",NA,NA,NA
"HRAS",329,NA,"HRAS","NM_005343.2:396","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Senescence","Senescence pathway","HRAS1",NA,NA,NA
"HSD11B1",330,NA,"HSD11B1","NM_181755.1:155","Endogenous","Immune Response - Cell Type specific","DC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific","HSD11B, HSD11, SDR26C1",NA,"DC","DC"
"ICAM1",331,"CD54","ICAM1","NM_000201.2:2253","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Adhesion, Regulation","Adhesion, CD molecules, Regulation of immune response","BB2, CD54",NA,NA,NA
"ICAM2",332,"CD102","ICAM2","NM_000873.3:415","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Adhesion, Regulation","Adhesion, CD molecules, Regulation of immune response","CD102",NA,NA,NA
"ICAM3",333,"CD50","ICAM3","NM_002162.3:1225","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Adhesion, Regulation","Adhesion, CD molecules, Regulation of immune response","CDW50, ICAM-R, CD50",NA,NA,NA
"ICAM4",334,"CD242","ICAM4","NM_001039132.1:463","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Adhesion, Regulation","Adhesion, CD molecules, Regulation of immune response","LW, CD242",NA,NA,NA
"ICOS",335,"CD278","ICOS","NM_012092.2:640","Endogenous","Immune Response - Cell Type specific","T helper cells",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Adaptive immune response, Basic cell functions, Cell Type specific, CD molecules","AILIM, CD278","A",NA,NA
"ICOSLG",336,"CD275","ICOSL","NM_015259.4:1190","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"B-Cell Functions, Regulation, T-Cell Functions","Adaptive immune response, B-cell activation, CD molecules, Regulators of T-cell activation, T-cell proliferation","ICOSL, KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275","A",NA,NA
"IDO1",337,NA,"INDO","NM_002164.3:50","Endogenous","Immune Response - Cell Type specific",NA,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Cytokines, T-Cell Functions","Cell Type specific, Cytokines and receptors, Chronic inflammatory response, Th2 orientation, T-cell proliferation","IDO, INDO","F",NA,NA
"IFI16",338,NA,"IFI16","NM_005531.1:2255","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","IFNGIP1, PYHIN2",NA,NA,NA
"IFI27",339,NA,"P27","NM_005532.3:390","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","P27, FAM14D",NA,NA,NA
"IFI35",340,NA,"IFI35","NM_005533.3:415","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","IFP35",NA,NA,NA
"IFIH1",341,NA,"MDA5","NM_022168.2:185","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","MDA-5, Hlcd, MDA5, IDDM19","I",NA,NA
"IFIT1",342,NA,"IFIT1","NM_001548.3:1440","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","G10P1, IFI56, IFNAI1, GARG-16",NA,NA,NA
"IFIT2",343,NA,"IFIT2","NM_001547.4:1995","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","IFI54, G10P2, IFI-54, ISG-54K, cig42, GARG-39",NA,NA,NA
"IFITM1",344,"CD225","IFITM1","NM_003641.3:482","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Innate immune response, Regulation of immune response","IFI17, 9-27, CD225","I",NA,NA
"IFITM2",345,NA,"IFITM2","NM_006435.2:390","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","1-8D","I",NA,NA
"IFNA1",346,NA,"IFN-ALPHA","NM_024013.1:585","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Innate immune response, Interleukins","IFNA@, IFL, IFN, IFN-ALPHA, IFNA13, IFN-alphaD","I",NA,NA
"IFNA17",347,NA,"IFNA17","NM_021268.2:291","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Innate immune response, Interleukins","LEIF2C1, IFN-alphaI","I",NA,NA
"IFNA2",348,NA,"IFNA2","NM_000605.3:611","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Innate immune response, Interleukins","IFNA, IFN-alphaA","I",NA,NA
"IFNA7",349,NA,"IFNA7","NM_021057.2:215","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Innate immune response, Interleukins","IFNA-J, IFN-alphaJ","I",NA,NA
"IFNA8",350,NA,"IFNA8","NM_002170.3:604","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Innate immune response, Interleukins","IFN-alphaB","I",NA,NA
"IFNAR1",351,NA,"IFNAR1","NM_000629.2:3123","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Pathogen Defense","Defense response to virus","IFNAR, IFRC",NA,NA,NA
"IFNAR2",352,NA,"IFNABR","NM_000874.3:631","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","IFNABR",NA,NA,NA
"IFNB1",353,NA,"IFNB","NM_002176.2:610","Endogenous","Immune Response",NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Adaptive immune response, Humoral immune response, Innate immune response","IFNB, IFB, IFF","A;H;I",NA,NA
"IFNG",354,NA,"IFNG","NM_000619.2:970","Endogenous","Immune Response - Cell Type specific","Th1 cells",0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Cytokines, Interleukins, T-Cell Functions","Adaptive immune response, Cell Type specific, CD8-positive, Cytokines and receptors, Humoral immune response, Interleukins, Th1 orientation, T-cell differentiation","","A;H",NA,NA
"IFNGR1",355,"CD119","IFNGR1","NM_000416.1:1140","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","Adaptive immune response, CD molecules, Innate immune response, Th1 orientation","IFNGR, CD119","I",NA,NA
"IFNL1",356,NA,"IL29","NM_172140.1:233","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cytokines, Interleukins","Cytokines and receptors, Interleukins","IL29, IL-29",NA,NA,NA
"IFNL2",357,NA,"IL28A","NM_172138.1:589","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","IL28A, IL-28A",NA,NA,NA
"IGF1R",358,"CD221","IGF-1","NM_000875.2:455","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Senescence","CD molecules, Senescence initiators","JTK13, CD221, IGFIR, MGC18216, IGFR",NA,NA,NA
"IGF2R",359,"CD222","IGF2R","NM_000876.1:2605","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","CD222, MPRI, MPR1, CIMPR, M6P-R",NA,NA,NA
"IGLL1",360,"CD179B","IGLL1","NM_020070.2:188","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","IGLL, IGVPB, IGL5, 14.1, CD179B",NA,NA,NA
"IKBKB",361,NA,"IKK-beta","NM_001556.1:1995","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","IKK2, NFKBIKB, IKK-beta, IKKB","I",NA,NA
"IKBKE",362,NA,"IKBKE","NM_014002.2:2470","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","IKKE, IKK-i, KIAA0151","I",NA,NA
"IKBKG",363,NA,"IKK-gamma","NM_003639.2:470","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","IP2, IP1, IKK-gamma, NEMO, Fip3p, FIP-3, FIP3, ZC2HC9","I",NA,NA
"IL10",364,NA,"IL10","NM_000572.2:230","Endogenous","Immune Response","MDSC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Immunosuppression, Interleukins","CSIF, TGIF, IL10A, IL-10",NA,"MDSC",NA
"IL10RA",365,"CD210","IL10RA","NM_001558.2:150","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cytokines","CD molecules, Cytokines and receptors","IL10R, HIL-10R, CDW210A, CD210a, CD210",NA,NA,NA
"IL11",366,NA,"IL11","NM_000641.2:1145","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"B-Cell Functions, Cytokines, Interleukins","Anti-inflammatory cytokines, B-cell differentiation, Interleukins","IL-11, AGIF",NA,NA,NA
"IL11RA",367,NA,"IL11RA","NM_147162.1:400","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","",NA,NA,NA
"IL12A",368,NA,"p35","NM_000882.2:775","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,"Cytokines, Interleukins, NK Cell Functions, Regulation, T-Cell Functions","Adaptive immune response, Anti-inflammatory cytokines, Interleukins, NK cell activation, Regulators of Th1 and Th2 development, Th1 orientation, Th1 & Th2 differentiation, T-cell polarization","NKSF1, CLMF, IL-12A, p35, NFSK","A",NA,NA
"IL12B",369,NA,"IL12B","NM_002187.2:1435","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,"Cytokines, Interleukins, NK Cell Functions, T-Cell Functions","Adaptive immune response, Anti-inflammatory cytokines, Cytokines and receptors, Interleukins, NK cell activation, Th1 orientation, Th1 & Th2 differentiation, T-cell differentiation, T-cell proliferation","NKSF2, CLMF, IL-12B, NKSF, CLMF2","A",NA,NA
"IL12RB1",370,"CD212","IL12RB1","NM_005535.1:225","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","Adaptive immune response, CD molecules, T-cell polarization, Th1 & Th2 differentiation, Th1 orientation","IL12RB, CD212","A",NA,NA
"IL12RB2",371,NA,"IL12RB2","NM_001559.2:1315","Endogenous","Immune Response - Cell Type specific","Th1 cells",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Cytokines, T-Cell Functions","Adaptive immune response, Cell Type specific, Cytokines and receptors, Th1 orientation","","A",NA,NA
"IL13",372,NA,"IL13","NM_002188.2:516","Endogenous","Immune Response",NA,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Cytokines, Interleukins, T-Cell Functions","Anti-inflammatory cytokines, Cytokines and receptors, Interleukins, Macrophage activation, Regulators of Th1 and Th2 development, Th2 orientation","P600, IL-13, ALRH, BHR1, MGC116786, MGC116788, MGC116789","F",NA,NA
"IL13RA1",373,"CD213a1","IL13RA1","NM_001560.2:1230","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Cytokines, T-Cell Functions","CD molecules, Cytokines and receptors, Th2 orientation","IL-13Ra, NR4, CD213a1",NA,NA,NA
"IL13RA2",374,"CD213a2","IL-13R","NM_000640.2:400","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Chemokines, T-Cell Functions","CD molecules, Chemokines and receptors, Th2 orientation","IL-13R, IL13BP, CD213a2, CT19",NA,NA,NA
"IL15",375,NA,"IL15","NM_172174.1:1685","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Interleukins, Regulation","Adaptive immune response, Interleukins, Positive regulation of immune response","IL-15, MGC9721","A",NA,NA
"IL15RA",376,"CD215","IL15RA","NM_002189.2:505","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Adaptive immune response, CD molecules, Chemokines and receptors","CD215, IL-15RA","A",NA,NA
"IL16",377,NA,"IL16","NM_004513.4:1262","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Interleukins","LCF, IL-16, prIL-16, HsT19289, FLJ42735, FLJ16806",NA,NA,NA
"IL17A",378,NA,"IL17A","NM_002190.2:240","Endogenous","Immune Response - Cell Type specific","Th17 cells",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cytokines, Interleukins","Cell Type specific, Cytokines and receptors, Inflammatory response, Interleukins","CTLA8, IL17, IL-17A, IL-17","F","Th17 cells",NA
"IL17B",379,NA,"IL17B","NM_014443.2:177","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chemokines, Interleukins","Chemokines and receptors, Interleukins","IL-17B, ZCYTO7, IL-20, MGC138900, MGC138901, NIRF",NA,NA,NA
"IL17F",380,NA,"IL17F","NM_052872.3:210","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Interleukins","IL-17F, ML-1, ML1",NA,NA,NA
"IL17RA",381,"CD217","IL17RA","NM_014339.6:482","Endogenous","Immune Response - Cell Type specific","Th17 cells",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific, CD molecules","IL17R, hIL-17R, IL-17RA, CDw217, CD217",NA,NA,NA
"IL17RB",382,NA,"IL17RB","NM_018725.3:225","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemokines","Chemokines and receptors","IL17BR, IL17RH1, EVI27, CRL4",NA,NA,NA
"IL18",383,NA,"IL18","NM_001562.2:48","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Interleukins, T-Cell Functions","Interleukins, Th1 orientation","IGIF, IL1F4, IL-1g, IL-18",NA,NA,NA
"IL18R1",384,"CD218a","IL18R1","NM_003855.2:2025","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","CD molecules, Innate immune response, Th1 orientation","IL1RRP, IL-1Rrp, CD218a","I",NA,NA
"IL18RAP",385,"CD218b","IL18RAP","NM_003853.2:2412","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","CD molecules, Innate immune response, Th1 orientation","AcPL, CD218b","I",NA,NA
"IL19",386,NA,"IL19","NM_013371.3:1030","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chemokines, Interleukins","Chemokines and receptors, Interleukins","IL-19, MDA1, ZMDA1, IL-10C, NG.1",NA,NA,NA
"IL1A",387,NA,"IL1-ALPHA","NM_000575.3:1085","Endogenous","Immune Response",NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cytokines, Interleukins","Acute-phase response, Cytokines and receptors, Inflammatory response, Innate immune response, Interleukins","IL1, IL1F1, IL-1A, IL1-ALPHA","F;I",NA,NA
"IL1B",388,NA,"IL1-BETA","NM_000576.2:840","Endogenous","Immune Response",NA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"Chemokines, Cytokines, Interleukins, Pathogen Defense, Regulation","Innate immune response, Chemokines and receptors, Cytokines and receptors, Defense response to virus, Interleukins, Regulation of inflammatory response","IL1F2, IL-1B, IL1-BETA","F;I",NA,NA
"IL1R1",389,"CD121A","IL1R1","NM_000877.2:4295","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Innate immune response","IL1R, IL1RA, D2S1473, CD121A","I",NA,NA
"IL1R2",390,"CD121b","IL1R2","NM_173343.1:113","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cytokines","CD molecules, Cytokines and receptors","IL1RB, CD121b",NA,NA,NA
